T5_IfElseSwap_Org_EXM,LLaMaLoRa_IfElseSwap_Org_EXM,Llama3.3_70B_IfElseSwap_Org_EXM,gpt-3.5-turbo_IfElseSwap_Org_EXM,DeepSeek-V3_IfElseSwap_Org_EXM,IfElseSwap_org_pert_tokenEdit,IfElseSwap_pert_fix_tokenEdit,IfElseSwap_Pert_length,IfElseSwap_pos,IfElseSwap_Wpert_dist,IfElseSwap_pert_dist,IfElseSwap_org_tgt_tokenEdit,T5_EqualAssert_Org_EXM,LLaMaLoRa_EqualAssert_Org_EXM,Llama3.3_70B_EqualAssert_Org_EXM,gpt-3.5-turbo_EqualAssert_Org_EXM,DeepSeek-V3_EqualAssert_Org_EXM,EqualAssert_org_pert_tokenEdit,EqualAssert_pert_fix_tokenEdit,EqualAssert_Pert_length,EqualAssert_pos,EqualAssert_Wpert_dist,EqualAssert_pert_dist,EqualAssert_org_tgt_tokenEdit,T5_NullAssert_Org_EXM,LLaMaLoRa_NullAssert_Org_EXM,Llama3.3_70B_NullAssert_Org_EXM,gpt-3.5-turbo_NullAssert_Org_EXM,DeepSeek-V3_NullAssert_Org_EXM,NullAssert_org_pert_tokenEdit,NullAssert_pert_fix_tokenEdit,NullAssert_Pert_length,NullAssert_pos,NullAssert_Wpert_dist,NullAssert_pert_dist,NullAssert_org_tgt_tokenEdit,T5_TrueFalseAssert_Org_EXM,LLaMaLoRa_TrueFalseAssert_Org_EXM,Llama3.3_70B_TrueFalseAssert_Org_EXM,gpt-3.5-turbo_TrueFalseAssert_Org_EXM,DeepSeek-V3_TrueFalseAssert_Org_EXM,TrueFalseAssert_org_pert_tokenEdit,TrueFalseAssert_pert_fix_tokenEdit,TrueFalseAssert_Pert_length,TrueFalseAssert_pos,TrueFalseAssert_Wpert_dist,TrueFalseAssert_pert_dist,TrueFalseAssert_org_tgt_tokenEdit,T5_DeadException_Org_EXM,LLaMaLoRa_DeadException_Org_EXM,Llama3.3_70B_DeadException_Org_EXM,gpt-3.5-turbo_DeadException_Org_EXM,DeepSeek-V3_DeadException_Org_EXM,DeadException_org_pert_tokenEdit,DeadException_pert_fix_tokenEdit,DeadException_Pert_length,DeadException_pos,DeadException_Wpert_dist,DeadException_pert_dist,DeadException_org_tgt_tokenEdit,T5_DeadVariable_Org_EXM,LLaMaLoRa_DeadVariable_Org_EXM,Llama3.3_70B_DeadVariable_Org_EXM,gpt-3.5-turbo_DeadVariable_Org_EXM,DeepSeek-V3_DeadVariable_Org_EXM,DeadVariable_org_pert_tokenEdit,DeadVariable_pert_fix_tokenEdit,DeadVariable_Pert_length,DeadVariable_pos,DeadVariable_Wpert_dist,DeadVariable_pert_dist,DeadVariable_org_tgt_tokenEdit,T5_TryNcatchWrapper_Org_EXM,LLaMaLoRa_TryNcatchWrapper_Org_EXM,Llama3.3_70B_TryNcatchWrapper_Org_EXM,gpt-3.5-turbo_TryNcatchWrapper_Org_EXM,DeepSeek-V3_TryNcatchWrapper_Org_EXM,TryNcatchWrapper_org_pert_tokenEdit,TryNcatchWrapper_pert_fix_tokenEdit,TryNcatchWrapper_Pert_length,TryNcatchWrapper_pos,TryNcatchWrapper_Wpert_dist,TryNcatchWrapper_pert_dist,TryNcatchWrapper_org_tgt_tokenEdit,T5_IndependentLineSwap_Org_EXM,LLaMaLoRa_IndependentLineSwap_Org_EXM,Llama3.3_70B_IndependentLineSwap_Org_EXM,gpt-3.5-turbo_IndependentLineSwap_Org_EXM,DeepSeek-V3_IndependentLineSwap_Org_EXM,IndependentLineSwap_org_pert_tokenEdit,IndependentLineSwap_pert_fix_tokenEdit,IndependentLineSwap_Pert_length,IndependentLineSwap_pos,IndependentLineSwap_Wpert_dist,IndependentLineSwap_pert_dist,IndependentLineSwap_org_tgt_tokenEdit,T5_ReturnViaVariable_Org_EXM,LLaMaLoRa_ReturnViaVariable_Org_EXM,Llama3.3_70B_ReturnViaVariable_Org_EXM,gpt-3.5-turbo_ReturnViaVariable_Org_EXM,DeepSeek-V3_ReturnViaVariable_Org_EXM,ReturnViaVariable_org_pert_tokenEdit,ReturnViaVariable_pert_fix_tokenEdit,ReturnViaVariable_Pert_length,ReturnViaVariable_pos,ReturnViaVariable_Wpert_dist,ReturnViaVariable_pert_dist,ReturnViaVariable_org_tgt_tokenEdit,T5_defUseBreak_Org_EXM,LLaMaLoRa_defUseBreak_Org_EXM,Llama3.3_70B_defUseBreak_Org_EXM,gpt-3.5-turbo_defUseBreak_Org_EXM,DeepSeek-V3_defUseBreak_Org_EXM,defUseBreak_org_pert_tokenEdit,defUseBreak_pert_fix_tokenEdit,defUseBreak_Pert_length,defUseBreak_pos,defUseBreak_Wpert_dist,defUseBreak_pert_dist,defUseBreak_org_tgt_tokenEdit,T5_DataType_Org_EXM,LLaMaLoRa_DataType_Org_EXM,Llama3.3_70B_DataType_Org_EXM,gpt-3.5-turbo_DataType_Org_EXM,DeepSeek-V3_DataType_Org_EXM,DataType_org_pert_tokenEdit,DataType_pert_fix_tokenEdit,DataType_Pert_length,DataType_pos,DataType_Wpert_dist,DataType_pert_dist,DataType_org_tgt_tokenEdit,T5_RandomNames_Org_EXM,LLaMaLoRa_RandomNames_Org_EXM,Llama3.3_70B_RandomNames_Org_EXM,gpt-3.5-turbo_RandomNames_Org_EXM,DeepSeek-V3_RandomNames_Org_EXM,RandomNames_org_pert_tokenEdit,RandomNames_pert_fix_tokenEdit,RandomNames_Pert_length,RandomNames_pos,RandomNames_Wpert_dist,RandomNames_pert_dist,RandomNames_org_tgt_tokenEdit,T5_ShuffleNames_Org_EXM,LLaMaLoRa_ShuffleNames_Org_EXM,Llama3.3_70B_ShuffleNames_Org_EXM,gpt-3.5-turbo_ShuffleNames_Org_EXM,DeepSeek-V3_ShuffleNames_Org_EXM,ShuffleNames_org_pert_tokenEdit,ShuffleNames_pert_fix_tokenEdit,ShuffleNames_Pert_length,ShuffleNames_pos,ShuffleNames_Wpert_dist,ShuffleNames_pert_dist,ShuffleNames_org_tgt_tokenEdit
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,False,12.0,1.0,56.0,After,1.0,1.0,1.0,False,False,True,True,False,9.0,1.0,53.0,After,1.0,1.0,1.0,False,True,True,True,False,6.0,1.0,50.0,After,33.5,20.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,False,9.0,1.0,50.0,After,15.0,25.0,1.0,,,,,,,,,,,,,True,True,True,True,True,6.0,1.0,44.0,Overlap-After,13.5,13.5,1.0,True,True,True,True,True,0.0,1.0,44.0,Overlap-Both,0.0,0.0,1.0
,,,,,,,,,,,,False,False,True,True,True,5.0,18.0,26.0,Before,5.0,5.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,12.0,18.0,33.0,Before,5.0,5.0,18.0,True,False,True,True,True,9.0,18.0,30.0,Before,5.0,5.0,18.0,True,True,True,True,True,6.0,18.0,27.0,Surrounding,1.67,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,3.0,18.0,21.0,Overlap-Before,2.33,2.33,18.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,True,,13.0,3.0,71.0,Overlap-Both,12.0,7.0,3.0,False,False,True,True,,10.0,3.0,68.0,Overlap-Both,11.45,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,11.0,3.0,59.0,Overlap-Both,6.92,7.55,3.0,True,False,True,True,,9.0,3.0,59.0,Overlap-Both,5.9,5.75,3.0
True,True,True,True,True,2.0,6.0,27.0,Inside,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,5.0,37.0,Before,1.0,1.0,5.0,False,True,True,True,False,9.0,5.0,34.0,Before,1.0,1.0,5.0,False,True,True,True,True,6.0,5.0,31.0,Surrounding,10.17,6.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,5.0,5.0,25.0,Overlap-Both,2.2,2.2,5.0,False,True,False,False,False,5.0,5.0,25.0,Overlap-Both,2.2,2.25,5.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,False,True,True,12.0,1.0,48.0,After,1.0,1.0,1.0,True,,False,True,True,9.0,1.0,45.0,After,1.0,1.0,1.0,True,,False,True,True,6.0,1.0,42.0,After,25.17,15.5,1.0,True,,True,True,True,14.0,1.0,36.0,After,11.0,11.0,1.0,,,,,,,,,,,,,True,,True,False,True,9.0,1.0,44.0,After,11.33,19.5,1.0,,,,,,,,,,,,,True,,False,True,True,7.0,1.0,36.0,After,19.71,18.4,1.0,True,,True,True,True,7.0,1.0,36.0,After,18.6,18.6,1.0
True,True,True,,False,2.0,3.0,40.0,Before,23.5,23.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,True,12.0,3.0,50.0,Before,28.0,28.0,3.0,True,True,True,,False,9.0,3.0,47.0,Before,28.0,28.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,False,6.0,3.0,43.0,Before,13.33,12.0,3.0,,,,,,,,,,,,,False,False,True,,False,5.0,3.0,38.0,Before,9.8,9.8,3.0,True,False,True,,True,5.0,3.0,38.0,Before,9.8,9.8,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,12.0,6.0,42.0,Before,1.0,1.0,6.0,False,,,,,9.0,6.0,39.0,Before,1.0,1.0,6.0,False,,,,,6.0,6.0,36.0,Surrounding,16.83,10.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,12.0,1.0,54.0,Before,1.0,1.0,1.0,True,False,,,,9.0,1.0,51.0,Before,1.0,1.0,1.0,True,True,,,,6.0,1.0,48.0,Surrounding,19.33,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,16.0,2.0,53.0,Overlap-Both,3.41,9.67,1.0,,,,,,,,,,,,,False,True,,,,12.0,1.0,42.0,Overlap-Both,8.75,8.3,1.0,True,True,,,,8.0,1.0,42.0,Overlap-After,10.0,9.86,1.0
,,,,,,,,,,,,True,True,True,False,,6.0,1.0,44.0,After,1.71,1.0,1.0,,,,,,,,,,,,,True,True,True,False,,4.0,1.0,42.0,Surrounding,12.8,8.0,1.0,True,True,True,False,,12.0,1.0,50.0,Surrounding,19.38,10.5,1.0,True,True,True,False,,9.0,1.0,47.0,Surrounding,18.9,10.5,1.0,True,True,True,False,,6.0,1.0,44.0,Surrounding,6.57,8.67,1.0,True,True,True,False,,9.0,1.0,38.0,Surrounding,0.83,0.5,1.0,,,,,,,,,,,,,True,True,True,False,,8.0,1.0,43.0,Overlap-Both,11.44,7.8,1.0,,,,,,,,,,,,,True,True,True,False,,11.0,1.0,38.0,Overlap-Both,7.55,7.55,1.0,True,True,True,False,,9.0,1.0,38.0,Overlap-Both,8.2,8.2,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,12.0,1.0,23.0,After,1.0,1.0,1.0,True,True,True,True,True,9.0,1.0,20.0,After,1.0,1.0,1.0,True,True,True,True,True,6.0,1.0,17.0,After,7.67,5.0,1.0,,,,,,,,,,,,,True,True,True,True,True,5.0,1.0,15.0,After,4.6,5.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,12.0,2.0,28.0,Before,1.0,1.0,2.0,True,,,,,9.0,2.0,25.0,Before,1.0,1.0,2.0,True,,,,,6.0,2.0,22.0,Surrounding,1.0,1.0,2.0,,,,,,,,,,,,,True,,,,,5.0,2.0,20.0,Surrounding,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,1.0,2.0,16.0,Before,1.0,1.0,2.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False,12.0,1.0,18.0,After,1.0,1.0,1.0,True,True,True,True,False,9.0,1.0,15.0,After,1.0,1.0,1.0,True,True,True,True,False,6.0,1.0,12.0,After,3.5,2.5,1.0,,,,,,,,,,,,,True,True,True,True,False,5.0,1.0,10.0,After,2.0,3.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,6.0,1.0,43.0,Surrounding,14.43,13.5,1.0,True,True,True,True,True,4.0,1.0,43.0,Surrounding,17.5,15.33,1.0
True,False,True,True,,2.0,1.0,41.0,Surrounding,3.25,3.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,,12.0,1.0,51.0,Before,10.0,10.0,1.0,False,True,True,True,,9.0,1.0,48.0,Before,10.0,10.0,1.0,False,False,True,False,,6.0,1.0,45.0,Surrounding,19.17,15.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,,16.0,2.0,53.0,After,4.81,21.33,1.0,,,,,,,,,,,,,True,True,True,True,,3.0,1.0,39.0,Surrounding,9.4,9.4,1.0,,,,,,,,,,,,
False,,True,True,,3.0,10.0,20.0,Before,2.14,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,True,,12.0,9.0,31.0,Before,4.0,4.0,9.0,False,,True,True,,9.0,9.0,28.0,Before,4.0,4.0,9.0,False,,True,True,,6.0,9.0,25.0,Surrounding,6.5,5.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,12.0,3.0,37.0,Overlap-Both,5.77,8.12,3.0,True,,,,False,10.0,3.0,37.0,Overlap-Both,5.82,8.29,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,1.0,64.0,After,1.0,1.0,1.0,False,True,True,True,True,9.0,1.0,61.0,After,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,9.0,1.0,52.0,Overlap-After,18.78,18.78,1.0,True,False,True,True,True,0.0,1.0,52.0,Overlap-Both,0.0,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,12.0,10.0,30.0,Before,10.0,10.0,10.0,False,False,,,,9.0,10.0,27.0,Before,10.0,10.0,10.0,False,True,,,,6.0,10.0,24.0,Surrounding,2.5,5.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,7.0,15.0,23.0,Overlap-Before,3.71,2.0,10.0,,,,,,,,,,,,,True,True,,,,6.0,10.0,18.0,Overlap-Before,4.17,4.8,10.0,True,True,,,,0.0,10.0,18.0,Overlap-Both,0.0,0.0,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,12.0,1.0,36.0,Before,1.0,1.0,1.0,True,True,True,,,9.0,1.0,33.0,Before,1.0,1.0,1.0,True,True,True,,,6.0,1.0,30.0,Surrounding,11.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,10.0,1.0,31.0,Overlap-Both,1.73,4.75,1.0,,,,,,,,,,,,,True,True,True,,,4.0,1.0,24.0,Overlap-After,5.6,5.6,1.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,12.0,3.0,27.0,Before,9.0,9.0,3.0,True,,,,,9.0,3.0,24.0,Before,9.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,2.0,3.0,15.0,Overlap-Before,0.5,0.5,3.0,,,,,,,,,,,,
True,True,True,,True,3.0,17.0,27.0,Inside,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,True,12.0,15.0,38.0,Before,1.0,1.0,15.0,True,False,False,,True,9.0,15.0,35.0,Before,1.0,1.0,15.0,True,True,True,,True,6.0,15.0,32.0,Surrounding,8.5,5.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,,True,3.0,15.0,26.0,Overlap-Before,0.33,0.33,15.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,3.0,34.0,Before,11.0,11.0,3.0,False,True,True,True,True,9.0,3.0,31.0,Before,11.0,11.0,3.0,False,True,True,True,True,6.0,3.0,28.0,Surrounding,2.67,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,4.0,3.0,22.0,Before,9.5,10.33,3.0,False,True,True,True,True,0.0,3.0,22.0,Overlap-Both,0.0,0.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,5.0,1.0,15.0,Overlap-Both,2.2,2.2,1.0,True,False,False,False,False,5.0,1.0,15.0,Surrounding,2.75,2.75,1.0
False,,,,,4.0,17.0,34.0,Before,11.5,11.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,12.0,16.0,42.0,Before,19.0,19.0,16.0,False,,,,,9.0,16.0,39.0,Before,19.0,19.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,8.0,23.0,36.0,Overlap-Before,5.88,4.0,16.0,,,,,,,,,,,,,False,,,,,4.0,16.0,30.0,Overlap-Before,4.0,4.0,16.0,False,,,,,0.0,16.0,30.0,Overlap-Both,0.0,0.0,16.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,True,True,12.0,1.0,71.0,Before,6.0,6.0,1.0,False,,True,True,True,9.0,1.0,68.0,Before,6.0,6.0,1.0,False,,True,False,True,6.0,1.0,65.0,Surrounding,28.5,19.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,False,True,6.0,1.0,64.0,Surrounding,8.17,16.5,1.0,,,,,,,,,,,,,True,,True,False,True,14.0,1.0,59.0,Overlap-Both,11.43,10.38,1.0,True,,True,True,True,15.0,1.0,59.0,Overlap-Both,11.59,8.2,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,2.0,2.0,8.0,Overlap-Before,0.5,0.5,2.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,12.0,11.0,38.0,Before,8.0,8.0,11.0,False,,,,,9.0,11.0,35.0,Before,8.0,8.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,9.0,11.0,32.0,Overlap-Both,2.78,3.75,11.0,,,,,,,,,,,,,True,,,,,8.0,11.0,26.0,Overlap-Both,4.75,5.0,11.0,False,,,,,0.0,11.0,26.0,Overlap-Both,0.0,0.0,11.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,False,12.0,4.0,24.0,After,1.0,1.0,4.0,True,True,,,True,9.0,4.0,21.0,After,1.0,1.0,4.0,True,False,,,True,6.0,4.0,18.0,After,6.0,4.0,4.0,,,,,,,,,,,,,False,False,,,False,5.0,8.0,16.0,After,3.8,4.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,True,2.0,4.0,12.0,Overlap-After,2.5,2.5,4.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,12.0,1.0,20.0,After,1.0,1.0,1.0,True,False,True,True,True,9.0,1.0,17.0,After,1.0,1.0,1.0,True,True,True,True,True,6.0,1.0,14.0,After,4.33,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,,,,2.0,3.0,28.0,Overlap-Both,0.5,0.67,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,12.0,3.0,38.0,Surrounding,7.71,3.0,3.0,True,,,,,9.0,3.0,35.0,Surrounding,7.36,3.0,3.0,False,,,,,6.0,3.0,32.0,Surrounding,6.12,4.25,3.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,9.0,3.0,34.0,Overlap-Both,0.0,0.0,3.0,,,,,,,,,,,,,True,,,,,4.0,3.0,26.0,Overlap-Both,3.33,3.33,3.0,True,,,,,4.0,3.0,26.0,Overlap-Both,3.67,2.8,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,,12.0,1.0,51.0,Before,22.0,22.0,1.0,False,False,True,True,,9.0,1.0,48.0,Before,22.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,3.0,1.0,39.0,Surrounding,8.0,8.0,1.0,True,True,True,True,,0.0,1.0,39.0,After,0.0,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,2.0,39.0,Before,18.0,18.0,2.0,False,True,True,True,True,9.0,2.0,36.0,Before,18.0,18.0,2.0,False,True,True,True,True,6.0,2.0,33.0,Surrounding,3.83,9.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,10.0,2.0,36.0,Before,8.7,7.5,2.0,,,,,,,,,,,,,False,True,True,True,True,10.0,2.0,27.0,Overlap-Both,5.67,5.86,2.0,False,False,False,False,False,9.0,2.0,27.0,Overlap-Both,6.0,4.83,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,True,True,12.0,2.0,24.0,Before,1.0,1.0,2.0,True,False,True,True,True,9.0,2.0,21.0,Before,1.0,1.0,2.0,True,True,True,True,True,6.0,2.0,18.0,Surrounding,1.0,1.0,2.0,,,,,,,,,,,,,False,False,True,False,True,5.0,2.0,16.0,Surrounding,1.0,1.0,2.0,,,,,,,,,,,,,True,False,True,True,True,1.0,2.0,12.0,Before,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True,12.0,4.0,21.0,Before,1.0,1.0,4.0,False,False,True,True,True,9.0,4.0,18.0,Before,1.0,1.0,4.0,False,False,True,False,True,6.0,4.0,15.0,Surrounding,1.0,1.0,4.0,,,,,,,,,,,,,False,False,True,False,True,5.0,4.0,13.0,Surrounding,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,1.0,4.0,9.0,Before,1.5,1.5,4.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,3.0,1.0,21.0,Overlap-Both,0.67,0.67,1.0,,,,,,,,,,,,
True,True,,,False,2.0,9.0,22.0,Inside,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False,12.0,7.0,32.0,Before,1.0,1.0,7.0,True,True,,,False,9.0,7.0,29.0,Before,1.0,1.0,7.0,True,False,,,True,6.0,7.0,26.0,Surrounding,5.17,3.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,True,3.0,7.0,20.0,Overlap-Both,1.67,1.67,7.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,False,12.0,4.0,23.0,Before,1.0,1.0,4.0,True,True,,,False,9.0,4.0,20.0,Before,1.0,1.0,4.0,True,False,,,False,6.0,4.0,17.0,Surrounding,1.0,1.0,4.0,,,,,,,,,,,,,True,False,,,False,5.0,4.0,15.0,Surrounding,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,,,,23.0,3.0,52.0,Overlap-Both,2.89,9.75,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,24.0,2.0,73.0,Before,41.5,41.5,2.0,True,True,,,,18.0,2.0,67.0,Before,40.0,40.0,2.0,True,True,,,,6.0,2.0,55.0,Surrounding,7.5,20.5,2.0,,,,,,,,,,,,,True,True,,,,5.0,2.0,53.0,Surrounding,23.8,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,11.0,2.0,49.0,Before,19.27,19.27,2.0,True,True,,,,11.0,2.0,49.0,Before,19.27,19.27,2.0
